Stat,X-cord(m),Y-cord(m),Period(s),R(Zxx),I(Zxx),R(Zxy),I(Zxy),R(Zyx),I(Zyx),R(Zyy),I(Zyy)
122,-3125,9375,10,0.006542,0.03442,767.9,-796.3,-767.8,796.4,-0.006333,-0.03363
122,-3125,9375,31.62,0.09189,0.1097,432.1,-440.3,-431.7,440.7,-0.09624,-0.1288
122,-3125,9375,100,-2.108,0.8773,238.7,-241.9,-246,245,2.211,-0.7836
122,-3125,9375,316.2,5.457,3.437,148.8,-125.9,-134.3,143.3,-5.308,-3.715
122,-3125,9375,1000,2.617,-3.422,97.29,-79.46,-75.49,79.38,-3.153,3.061
123,-3125,15625,0.1,0.01321,0.006576,12050,-7504,-12040,7500,-0.01035,-0.00796
123,-3125,15625,0.3162,0.01151,0.002811,4758,-5587,-4758,5586,-0.01156,-0.002978
123,-3125,15625,1,0.01368,0.01438,2433,-2716,-2432,2716,-0.0131,-0.0139
123,-3125,15625,3.162,0.01994,0.03342,1367,-1457,-1366,1457,-0.01961,-0.0325
123,-3125,15625,10,0.02932,0.08531,768.3,-796.3,-767.9,796.5,-0.02855,-0.08216
123,-3125,15625,31.62,0.1311,0.05786,432.3,-440.2,-431.6,440.4,-0.1918,-0.06299
123,-3125,15625,100,-1.955,3.196,239.7,-235,-247.2,247.6,2.206,-3.173
123,-3125,15625,316.2,7.832,2.707,158.4,-125.9,-131.3,142.8,-7.774,-3.06
123,-3125,15625,1000,3.027,-4.525,101,-84.4,-75.35,78.4,-3.633,4.18
124,-3125,21875,0.1,0.07043,0.03039,12070,-7550,-12060,7523,-0.0601,-0.03345
124,-3125,21875,0.3162,0.05565,0.008607,4764,-5598,-4760,5591,-0.05275,-0.00922
124,-3125,21875,1,0.0672,0.05182,2439,-2722,-2435,2719,-0.06236,-0.0495
124,-3125,21875,3.162,0.09682,0.1102,1371,-1460,-1368,1459,-0.09181,-0.1047
124,-3125,21875,10,0.1449,0.2539,770.7,-797.4,-768.9,797.5,-0.1387,-0.2401
124,-3125,21875,31.62,-0.1502,0.2983,432.8,-439.3,-432.7,440.2,0.06361,-0.08794
124,-3125,21875,100,0.6596,6.281,249.6,-225.5,-246.1,252.6,-0.2565,-6.532
124,-3125,21875,316.2,10.69,0.8065,172,-129.9,-127.7,140.8,-10.79,-1.226
124,-3125,21875,1000,3.262,-5.969,105.4,-91.73,-75.6,77.12,-3.946,5.68
125,-3125,28125,0.1,0.3635,0.09908,12200,-7815,-12130,7674,-0.2707,-0.1227
125,-3125,28125,0.3162,0.25,0.03002,4795,-5657,-4777,5626,-0.2137,-0.03199
125,-3125,28125,1,0.3197,0.1986,2476,-2755,-2455,2738,-0.2644,-0.1797
125,-3125,28125,3.162,0.4471,0.3987,1392,-1478,-1379,1470,-0.385,-0.3557
125,-3125,28125,10,0.6515,0.832,784.4,-805.5,-775,803.9,-0.5931,-0.7271
125,-3125,28125,31.62,0.09368,2.647,442.7,-435.5,-438.6,444.7,0.5347,-2.026
125,-3125,28125,100,7.354,8.096,277.4,-222.4,-240.3,259.4,-7.018,-8.929
125,-3125,28125,316.2,13.8,-2.884,191.2,-142.4,-125.1,137,-14.12,2.456
125,-3125,28125,1000,3.021,-7.865,110.3,-103.1,-77.24,75.91,-3.749,7.696
126,-3125,34375,0.1,1.639,-0.009627,12720,-9017,-12510,8484,-1.018,-0.2834
126,-3125,34375,0.3162,1.078,0.2264,4964,-5915,-4876,5804,-0.708,-0.1547
126,-3125,34375,1,1.479,0.7616,2643,-2912,-2564,2844,-0.9654,-0.6063
126,-3125,34375,3.162,2.018,1.497,1489,-1563,-1439,1530,-1.384,-1.173
126,-3125,34375,10,2.875,3.061,846,-845.7,-808.7,838.5,-1.91,-2.281
126,-3125,34375,31.62,6.766,7.752,501,-445.4,-456.3,473.5,-3.957,-8.669
126,-3125,34375,100,18.03,4.952,334.6,-246.8,-234.9,267.4,-18.52,-6.371
126,-3125,34375,316.2,15.96,-9.232,218.6,-173.4,-129.7,134.1,-16.51,9.03
126,-3125,34375,1000,1.175,-10.03,115,-121.9,-84.56,77.38,-1.76,10.13
127,-3125,40625,0.1,3.186,0.5235,13710,-12620,-13600,11870,-2.863,0.005549
127,-3125,40625,0.3162,4.326,1.436,5782,-6786,-5484,6538,-2.354,-1.094
127,-3125,40625,1,5.467,2.781,3225,-3468,-3052,3330,-3.378,-2.206
127,-3125,40625,3.162,7.824,5.024,1836,-1862,-1711,1804,-4.93,-4.326
127,-3125,40625,10,13.22,8.669,1077,-1001,-961.7,1000,-8.079,-10.02
127,-3125,40625,31.62,23.4,5.742,674.7,-552.2,-516.5,568.9,-25.99,-11.58
127,-3125,40625,100,26.19,-6.506,436.8,-340.4,-270.8,293.4,-30.38,7.086
127,-3125,40625,316.2,11.29,-17.93,253.7,-240.6,-169.5,147.7,-13.13,19.67
127,-3125,40625,1000,-6.425,-10.35,118.1,-151.4,-117,94.24,6.238,11.82
128,-3125,46875,0.1,2.403,4.347,17040,-19390,-15950,18980,-7.996,-3.148
128,-3125,46875,0.3162,0.04478,3.691,8795,-9838,-8559,9419,-11.81,-6.04
128,-3125,46875,1,4.286,6.724,4980,-5226,-4811,5082,-17.03,-10.79
128,-3125,46875,3.162,12.41,9.34,2856,-2832,-2707,2800,-27.42,-18.02
128,-3125,46875,10,18.8,1.503,1681,-1569,-1494,1563,-56.28,-8.966
128,-3125,46875,31.62,18.47,-9.546,1011,-908,-828.3,830.7,-46.02,21.12
128,-3125,46875,100,5.099,-20.8,584.3,-564.3,-507.6,422.5,-20.01,33.36
128,-3125,46875,316.2,-20.08,-20.28,286.5,-355.3,-356,236.7,15.05,31.87
128,-3125,46875,1000,-32.11,-0.2391,123,-191,-255.9,177.5,35.72,6.58
129,3125,-46875,0.1,-0.01805,-0.01144,12050,-7506,-12040,7500,0.01958,0.01275
129,3125,-46875,0.3162,-0.01626,-0.003858,4758,-5588,-4758,5586,0.01918,0.004358
129,3125,-46875,1,-0.01822,-0.01784,2433,-2716,-2432,2716,0.02174,0.02034
129,3125,-46875,3.162,-0.02779,-0.04136,1367,-1457,-1366,1457,0.03341,0.04576
129,3125,-46875,10,-0.04423,-0.1017,768.4,-796.3,-767.9,796.5,0.05451,0.1103
129,3125,-46875,31.62,-0.07336,-0.2859,432.6,-439.7,-432,440.7,0.09348,0.3037
129,3125,-46875,100,1.355,-0.6629,243.1,-242.2,-244.2,244.7,-1.286,0.7161
129,3125,-46875,316.2,-5.884,-4.642,145.8,-130.6,-137.8,142.4,5.726,4.12
129,3125,-46875,1000,-4.179,3.452,93.82,-77.79,-74.86,81.75,3.829,-3.104
130,3125,-40625,0.1,-0.003114,-0.003482,12040,-7497,-12040,7497,0.002058,0.002739
130,3125,-40625,0.3162,-0.003591,-0.001759,4758,-5585,-4758,5585,0.003538,0.001812
130,3125,-40625,1,-0.003524,-0.005713,2432,-2715,-2432,2715,0.003491,0.005999
130,3125,-40625,3.162,-0.006006,-0.01508,1366,-1457,-1366,1457,0.006018,0.01542
130,3125,-40625,10,-0.01027,-0.04025,767.9,-796.3,-767.8,796.4,0.01111,0.04186
130,3125,-40625,31.62,-0.007705,-0.1246,432,-440.2,-431.9,440.6,0.009219,0.1282
130,3125,-40625,100,0.9251,0.2585,242.5,-244.1,-243.3,244.4,-0.9033,-0.2039
130,3125,-40625,316.2,-3.491,-4.09,140.5,-131.6,-139.5,141.3,3.436,3.588
130,3125,-40625,1000,-3.176,2.258,91.56,-74.83,-76,82.14,2.753,-2.043
131,3125,-34375,0.1,-0.0007144,-0.001619,12040,-7497,-12040,7497,-0.00004686,0.00109
131,3125,-34375,0.3162,-0.001231,-0.0009455,4758,-5585,-4758,5585,0.001154,0.0009373
131,3125,-34375,1,-0.0009077,-0.00244,2432,-2715,-2432,2715,0.0009,0.002572
131,3125,-34375,3.162,-0.001968,-0.007118,1366,-1457,-1366,1457,0.001896,0.007092
131,3125,-34375,10,-0.003794,-0.01945,767.8,-796.4,-767.8,796.4,0.004286,0.01998
131,3125,-34375,31.62,0.002008,-0.05878,431.9,-440.4,-431.9,440.6,-0.000143,0.05872
131,3125,-34375,100,0.4222,0.4233,242.8,-244.8,-242.8,244.5,-0.4255,-0.3741
131,3125,-34375,316.2,-1.855,-3,137.2,-133.1,-140.2,140.5,1.906,2.544
131,3125,-34375,1000,-2.224,1.314,89.95,-72.94,-76.71,82.24,1.757,-1.234
132,3125,-28125,0.1,-0.0002072,-0.001021,12040,-7497,-12040,7497,0.00005298,0.0003501
132,3125,-28125,0.3162,-0.0006452,-0.0006125,4758,-5585,-4758,5585,0.0004308,0.0005279
132,3125,-28125,1,-0.0002568,-0.001114,2432,-2715,-2432,2715,0.0002802,0.001255
132,3125,-28125,3.162,-0.0008868,-0.003638,1366,-1457,-1366,1457,0.0007832,0.003531
132,3125,-28125,10,-0.001905,-0.009785,767.8,-796.4,-767.8,796.4,0.002285,0.01007
132,3125,-28125,31.62,0.0004479,-0.02731,431.9,-440.5,-431.9,440.6,0.001489,0.02735
132,3125,-28125,100,0.1192,0.2435,243,-245,-242.6,244.7,-0.1375,-0.2028
132,3125,-28125,316.2,-0.7306,-1.649,135.3,-134.3,-140.4,140,0.8689,1.253
132,3125,-28125,1000,-1.31,0.514,89.01,-71.85,-77.1,82.18,0.8151,-0.5609
133,3125,-21875,0.1,-0.00001852,-0.0007766,12040,-7497,-12040,7497,0.0004933,-0.00001441
133,3125,-21875,0.3162,-0.0003855,-0.0003742,4758,-5585,-4758,5585,0.0001312,0.0002764
133,3125,-21875,1,0.0000283,-0.0003025,2432,-2715,-2432,2715,0.00002658,0.0004509
133,3125,-21875,3.162,-0.0003544,-0.001453,1366,-1457,-1366,1457,0.0002914,0.001327
133,3125,-21875,10,-0.0008176,-0.003674,767.8,-796.4,-767.8,796.4,0.001157,0.003856
133,3125,-21875,31.62,-0.002894,-0.009573,431.9,-440.6,-431.9,440.7,0.004115,0.009387
133,3125,-21875,100,-0.04212,-0.0465,243.2,-245,-242.6,244.8,0.0156,0.07993
133,3125,-21875,316.2,0.1241,-0.2069,134.5,-134.7,-140.2,139.9,0.07811,-0.1325
133,3125,-21875,1000,-0.4307,-0.2155,88.75,-71.42,-77.27,82.04,-0.08961,0.05312
134,3125,-15625,0.1,0.0001212,-0.0006754,12040,-7497,-12040,7497,0.0008493,-0.00008754
134,3125,-15625,0.3162,-0.0001677,-0.000154,4758,-5585,-4758,5585,-0.00008723,0.00007056
134,3125,-15625,1,0.0002449,0.000376,2432,-2715,-2432,2715,-0.000162,-0.0002216
134,3125,-15625,3.162,0.00007968,0.0003734,1366,-1457,-1366,1457,-0.0001666,-0.0005087
134,3125,-15625,10,0.0001332,0.001405,767.8,-796.4,-767.8,796.4,0.0001846,-0.001291
134,3125,-15625,31.62,-0.006116,0.006454,431.9,-440.6,-431.9,440.7,0.007695,-0.006514
134,3125,-15625,100,-0.2128,-0.3505,243.1,-245.2,-242.7,244.7,0.1829,0.3838
134,3125,-15625,316.2,0.9481,1.212,134.7,-134.1,-139.9,140.1,-0.7038,-1.512
134,3125,-15625,1000,0.4159,-0.9308,89.18,-71.6,-77.27,81.83,-0.9638,0.6667
135,3125,-9375,0.1,0.0002687,-0.0006287,12040,-7497,-12040,7497,0.001095,-0.0001528
135,3125,-9375,0.3162,0.00002394,0.00009197,4758,-5585,-4758,5585,-0.0003313,-0.0001625
135,3125,-9375,1,0.0004675,0.001082,2432,-2715,-2432,2715,-0.0003554,-0.0009126
135,3125,-9375,3.162,0.0005224,0.002279,1366,-1457,-1366,1457,-0.0005983,-0.002411
135,3125,-9375,10,0.001044,0.00673,767.8,-796.4,-767.8,796.4,-0.0007376,-0.006639
135,3125,-9375,31.62,-0.009476,0.03065,431.9,-440.5,-431.9,440.7,0.01165,-0.03029
135,3125,-9375,100,-0.5572,-0.5904,242.7,-245.4,-243,244.4,0.5295,0.6359
135,3125,-9375,316.2,1.964,2.502,135.9,-132.6,-139.3,140.6,-1.697,-2.789
135,3125,-9375,1000,1.226,-1.681,90.28,-72.41,-77.13,81.55,-1.809,1.332
136,3125,-3125,0.1,0.0005194,-0.000508,12040,-7497,-12040,7497,0.001196,-0.0004292
136,3125,-3125,0.3162,0.000343,0.0003859,4758,-5585,-4758,5585,-0.0006359,-0.0004701
136,3125,-3125,1,0.0008098,0.002014,2432,-2715,-2432,2715,-0.0006805,-0.00183
136,3125,-3125,3.162,0.001128,0.0048,1366,-1457,-1366,1457,-0.001177,-0.004933
136,3125,-3125,10,0.002053,0.01389,767.8,-796.4,-767.8,796.4,-0.001735,-0.01373
136,3125,-3125,31.62,-0.001457,0.07321,431.9,-440.5,-431.9,440.7,0.006087,-0.0742
136,3125,-3125,100,-1.206,-0.5823,241.8,-245.5,-243.6,244.2,1.197,0.6547
136,3125,-3125,316.2,3.359,3.531,138.4,-130.4,-138.3,141.3,-3.092,-3.837
136,3125,-3125,1000,1.994,-2.517,92.06,-73.93,-76.91,81.19,-2.624,2.1
137,3125,3125,0.1,0.00141,0.00008336,12040,-7497,-12040,7497,0.0006306,-0.001236
137,3125,3125,0.3162,0.001309,0.0008679,4758,-5585,-4758,5585,-0.001609,-0.0009275
137,3125,3125,1,0.00183,0.003789,2432,-2715,-2432,2715,-0.001675,-0.00357
137,3125,3125,3.162,0.0027,0.0094,1366,-1457,-1366,1457,-0.002754,-0.009425
137,3125,3125,10,0.004293,0.02675,767.8,-796.3,-767.8,796.4,-0.00395,-0.02635
137,3125,3125,31.62,0.05029,0.1285,432,-440.4,-431.9,440.7,-0.04425,-0.1389
137,3125,3125,100,-2.127,0.06453,240.3,-244.3,-244.6,244.3,2.175,0.04055
137,3125,3125,316.2,5.277,4.11,142.9,-128,-136.9,141.9,-5.039,-4.469
137,3125,3125,1000,2.705,-3.497,94.51,-76.31,-76.65,80.7,-3.397,3.033
138,3125,9375,0.1,0.005922,0.002792,12040,-7498,-12040,7498,-0.003475,-0.004143
138,3125,9375,0.3162,0.00545,0.00196,4758,-5586,-4758,5586,-0.005646,-0.002042
138,3125,9375,1,0.006489,0.008841,2432,-2715,-2432,2715,-0.006241,-0.008506
138,3125,9375,3.162,0.009578,0.02134,1366,-1457,-1366,1457,-0.009518,-0.02105
138,3125,9375,10,0.01418,0.05749,767.9,-796.3,-767.9,796.5,-0.01372,-0.05615
138,3125,9375,31.62,0.1592,0.1335,432.2,-440.3,-431.7,440.6,-0.1763,-0.1595
138,3125,9375,100,-2.823,1.904,239,-240.6,-245.9,245.2,2.995,-1.804
138,3125,9375,316.2,7.805,3.977,149.8,-126.5,-134.9,142.1,-7.639,-4.416
138,3125,9375,1000,3.336,-4.694,97.62,-79.85,-76.41,80.04,-4.11,4.212
139,3125,15625,0.1,0.02902,0.01436,12050,-7511,-12050,7504,-0.02488,-0.01612
139,3125,15625,0.3162,0.02461,0.005161,4759,-5589,-4758,5587,-0.02418,-0.005286
139,3125,15625,1,0.02906,0.02696,2434,-2717,-2433,2716,-0.02792,-0.02608
139,3125,15625,3.162,0.04246,0.06028,1367,-1458,-1367,1457,-0.04143,-0.05863
139,3125,15625,10,0.06272,0.1486,768.6,-796.5,-768.1,796.7,-0.06083,-0.1431
139,3125,15625,31.62,0.1399,0.06172,432.3,-440.2,-431.7,440.3,-0.2389,-0.03378
139,3125,15625,100,-1.963,5.21,241.5,-233.2,-246.8,247.9,2.323,-5.247
139,3125,15625,316.2,10.97,2.759,159.8,-127.1,-132.2,141.6,-10.94,-3.291
139,3125,15625,1000,3.835,-6.214,101.4,-85.04,-76.32,79.15,-4.709,5.752
140,3125,21875,0.1,0.1418,0.05711,12090,-7586,-12070,7547,-0.1205,-0.06256
140,3125,21875,0.3162,0.1088,0.01526,4768,-5606,-4763,5597,-0.1017,-0.01631
140,3125,21875,1,0.1325,0.09552,2444,-2726,-2438,2722,-0.1216,-0.09091
140,3125,21875,3.162,0.1902,0.1982,1373,-1463,-1370,1461,-0.1783,-0.1876
140,3125,21875,10,0.2858,0.4427,772.5,-798.5,-769.8,798.4,-0.2721,-0.4179
140,3125,21875,31.62,-0.3195,0.7358,433.7,-438.9,-433.6,440.5,0.2919,-0.3515
140,3125,21875,100,2.546,9.015,254.3,-224.8,-245.4,252.9,-2.039,-9.469
140,3125,21875,316.2,14.71,-0.09888,174,-132.3,-129.2,139.8,-14.9,-0.5073
140,3125,21875,1000,4.052,-8.198,105.8,-92.81,-76.72,78.05,-5.032,7.814
141,3125,28125,0.1,0.6844,0.1524,12280,-7974,-12190,7788,-0.4963,-0.2048
141,3125,28125,0.3162,0.4557,0.05756,4815,-5692,-4790,5652,-0.3782,-0.05792
141,3125,28125,1,0.5941,0.3521,2498,-2776,-2471,2753,-0.4773,-0.3143
141,3125,28125,3.162,0.8256,0.6997,1404,-1490,-1387,1478,-0.6915,-0.6152
141,3125,28125,10,1.188,1.432,792.1,-811,-779.7,808.5,-1.053,-1.22
141,3125,28125,31.62,0.9092,4.8,449.4,-435.7,-441.8,448,0.3667,-4.096
141,3125,28125,100,12.42,10.26,286,-225.8,-240.3,259.7,-12.14,-11.49
141,3125,28125,316.2,18.58,-5.452,194.1,-147,-127.9,136.7,-19.07,4.874
141,3125,28125,1000,3.466,-10.75,110.7,-105.1,-78.96,77.38,-4.48,10.54
142,3125,34375,0.1,2.665,-0.1888,12910,-9561,-12700,8948,-1.723,-0.3581
142,3125,34375,0.3162,1.89,0.4847,5054,-6031,-4940,5903,-1.178,-0.3084
142,3125,34375,1,2.584,1.307,2720,-2986,-2627,2905,-1.65,-1.024
142,3125,34375,3.162,3.548,2.545,1534,-1603,-1474,1565,-2.358,-1.985
142,3125,34375,10,5.157,5.211,874.1,-865.6,-828.7,858.1,-3.151,-3.997
142,3125,34375,31.62,12.6,11.01,524.9,-457.2,-465.5,486.2,-8.958,-13.43
142,3125,34375,100,26.53,4.103,349.4,-259.9,-240.6,269.9,-27.65,-5.813
142,3125,34375,316.2,20.4,-14.37,222.8,-182.7,-136.8,136.6,-21.25,14.25
142,3125,34375,1000,0.1719,-13.39,115.6,-125.3,-88.77,80.82,-0.9284,13.63
143,3125,40625,0.1,4.836,2.044,13980,-13700,-13870,13170,-4.356,0.0739
143,3125,40625,0.3162,6.553,2.278,6132,-7128,-5827,6866,-4.231,-2.082
143,3125,40625,1,8.389,4.492,3440,-3677,-3271,3550,-5.934,-3.928
143,3125,40625,3.162,12.4,7.756,1964,-1976,-1836,1928,-8.803,-7.636
143,3125,40625,10,21.77,11.9,1159,-1067,-1032,1072,-16.31,-17.33
143,3125,40625,31.62,33.78,4.65,724.1,-597.4,-552.7,603.4,-42.24,-11.08
143,3125,40625,100,33.38,-12.69,459.6,-371.5,-299.4,309,-40.82,15.18
143,3125,40625,316.2,10.2,-25.33,258.7,-257.1,-191.4,160,-13.52,28.95
143,3125,40625,1000,-12.51,-12.31,119.8,-156.5,-131.3,104.8,12.41,15.03
144,3125,46875,0.1,-0.9226,4.211,18280,-21050,-17300,20540,-12.98,-6.139
144,3125,46875,0.3162,-4.951,5.577,9659,-10700,-9590,10440,-18.38,-9.78
144,3125,46875,1,1.287,9.084,5465,-5720,-5394,5653,-27.45,-16.69
144,3125,46875,3.162,13.12,9.639,3131,-3111,-3039,3122,-46.67,-25.27
144,3125,46875,10,18.23,0.1777,1830,-1727,-1685,1731,-76.03,3.299
144,3125,46875,31.62,14.38,-16.72,1087,-1005,-957.9,920,-50.47,36.33
144,3125,46875,100,-6.812,-29.27,612.4,-617.6,-600.3,475.9,-12.42,47.63
144,3125,46875,316.2,-40.16,-24.11,294.5,-375.7,-422.1,274.4,35.23,41.27
144,3125,46875,1000,-51.86,4.892,131.3,-198.1,-302,208.8,59.75,3.668
145,9375,-46875,0.1,-0.04247,-0.02267,12050,-7517,-12050,7506,0.04725,0.02759
145,9375,-46875,0.3162,-0.03614,-0.006504,4760,-5590,-4758,5588,0.04275,0.007489
145,9375,-46875,1,-0.04158,-0.03481,2434,-2718,-2433,2716,0.04928,0.03986
145,9375,-46875,3.162,-0.06221,-0.07624,1368,-1458,-1367,1458,0.07433,0.08484
145,9375,-46875,10,-0.09757,-0.1784,768.9,-796.7,-768.1,796.8,0.119,0.1931
145,9375,-46875,31.62,-0.179,-0.4708,433,-439.7,-432.1,440.7,0.2237,0.4924
145,9375,-46875,100,1.742,-1.749,244,-241.3,-244.2,244.9,-1.582,1.788
145,9375,-46875,316.2,-8.534,-5.097,146.8,-131.5,-138.4,141.5,8.14,4.415
145,9375,-46875,1000,-5.212,4.689,94.15,-78.26,-75.63,82.54,4.767,-4.15
146,9375,-40625,0.1,-0.008402,-0.00645,12040,-7499,-12040,7498,0.007031,0.005958
146,9375,-40625,0.3162,-0.008276,-0.002824,4758,-5586,-4758,5586,0.00822,0.00288
146,9375,-40625,1,-0.008862,-0.01076,2432,-2715,-2432,2715,0.00883,0.01113
146,9375,-40625,3.162,-0.01417,-0.02635,1366,-1457,-1366,1457,0.01416,0.02702
146,9375,-40625,10,-0.02302,-0.06762,768,-796.3,-767.9,796.5,0.02416,0.07005
146,9375,-40625,31.62,-0.03437,-0.2087,432.1,-440.1,-431.9,440.6,0.0392,0.2153
146,9375,-40625,100,1.511,-0.135,242.7,-243.4,-243.3,244.3,-1.437,0.221
146,9375,-40625,316.2,-5.269,-4.733,141.1,-131.9,-140.1,140.3,5.057,4.061
146,9375,-40625,1000,-3.963,3.077,91.92,-75.1,-76.91,82.94,3.431,-2.726
147,9375,-34375,0.1,-0.002061,-0.002478,12040,-7497,-12040,7497,0.001064,0.002085
147,9375,-34375,0.3162,-0.002482,-0.001425,4758,-5585,-4758,5585,0.002444,0.001402
147,9375,-34375,1,-0.002296,-0.004256,2432,-2715,-2432,2715,0.002317,0.004376
147,9375,-34375,3.162,-0.004238,-0.01145,1366,-1457,-1366,1457,0.004124,0.01151
147,9375,-34375,10,-0.007306,-0.03084,767.9,-796.4,-767.8,796.4,0.00794,0.03152
147,9375,-34375,31.62,-0.001689,-0.09969,431.9,-440.4,-431.9,440.6,0.004326,0.1
147,9375,-34375,100,0.8484,0.3733,242.8,-244.4,-242.8,244.5,-0.8261,-0.282
147,9375,-34375,316.2,-2.948,-3.58,137.4,-133.1,-140.8,139.3,2.904,2.95
147,9375,-34375,1000,-2.783,1.81,90.33,-73.09,-77.7,83.02,2.193,-1.644
148,9375,-28125,0.1,-0.0006046,-0.001347,12040,-7497,-12040,7497,0.0001612,0.0007962
148,9375,-28125,0.3162,-0.001002,-0.0008446,4758,-5585,-4758,5585,0.0008424,0.0007568
148,9375,-28125,1,-0.0006462,-0.001865,2432,-2715,-2432,2715,0.0007007,0.001983
148,9375,-28125,3.162,-0.001643,-0.00546,1366,-1457,-1366,1457,0.001482,0.005411
148,9375,-28125,10,-0.003032,-0.01483,767.8,-796.4,-767.8,796.4,0.00351,0.01517
148,9375,-28125,31.62,0.001383,-0.04562,431.9,-440.5,-431.9,440.6,0.001501,0.0452
148,9375,-28125,100,0.3211,0.2797,243.1,-244.8,-242.6,244.7,-0.3307,-0.1994
148,9375,-28125,316.2,-1.263,-2.03,135.4,-134.1,-140.9,138.7,1.356,1.461
148,9375,-28125,1000,-1.659,0.7405,89.41,-71.94,-78.15,82.95,1.022,-0.7443
149,9375,-21875,0.1,-0.0001619,-0.0009777,12040,-7497,-12040,7497,0.0003917,0.0001103
149,9375,-21875,0.3162,-0.0004719,-0.0005066,4758,-5585,-4758,5585,0.0002562,0.0003667
149,9375,-21875,1,-0.00006474,-0.0005881,2432,-2715,-2432,2715,0.0001524,0.0007086
149,9375,-21875,3.162,-0.0006502,-0.002075,1366,-1457,-1366,1457,0.0005284,0.002002
149,9375,-21875,10,-0.001213,-0.005471,767.8,-796.4,-767.8,796.4,0.001634,0.005669
149,9375,-21875,31.62,-0.003169,-0.01372,431.9,-440.6,-431.9,440.6,0.005849,0.01362
149,9375,-21875,100,-0.04776,-0.04557,243.3,-244.9,-242.5,244.8,0.02256,0.1129
149,9375,-21875,316.2,0.08147,-0.326,134.5,-134.4,-140.8,138.6,0.1112,-0.1817
149,9375,-21875,1000,-0.5798,-0.2315,89.16,-71.48,-78.35,82.8,-0.0997,0.07429
150,9375,-15625,0.1,0.00008687,-0.000831,12040,-7497,-12040,7497,0.0007155,-0.0002341
150,9375,-15625,0.3162,-0.0001002,-0.0001983,4758,-5585,-4758,5585,-0.00009948,0.00006554
150,9375,-15625,1,0.0002991,0.0004022,2432,-2715,-2432,2715,-0.0001821,-0.0002773
150,9375,-15625,3.162,0.00001679,0.0006033,1366,-1457,-1366,1457,-0.0001709,-0.0006809
150,9375,-15625,10,0.000123,0.001971,767.8,-796.4,-767.8,796.4,0.0002927,-0.001866
150,9375,-15625,31.62,-0.009169,0.01446,431.9,-440.6,-431.9,440.6,0.01133,-0.01452
150,9375,-15625,100,-0.4279,-0.3969,243.2,-245.1,-242.7,244.7,0.3986,0.4604
150,9375,-15625,316.2,1.376,1.354,134.7,-133.8,-140.4,138.8,-1.117,-1.82
150,9375,-15625,1000,0.4552,-1.181,89.6,-71.67,-78.37,82.6,-1.182,0.8896
151,9375,-9375,0.1,0.0003706,-0.000691,12040,-7497,-12040,7497,0.0008848,-0.0005017
151,9375,-9375,0.3162,0.0002609,0.0001217,4758,-5585,-4758,5585,-0.0005191,-0.0002665
151,9375,-9375,1,0.0006979,0.00145,2432,-2715,-2432,2715,-0.0005446,-0.001314
151,9375,-9375,3.162,0.0007266,0.003447,1366,-1457,-1366,1457,-0.0008719,-0.003506
151,9375,-9375,10,0.001429,0.009923,767.8,-796.4,-767.8,796.4,-0.001011,-0.009835
151,9375,-9375,31.62,-0.009161,0.05501,431.9,-440.5,-431.9,440.6,0.0127,-0.05556
151,9375,-9375,100,-1.017,-0.5967,242.7,-245.2,-242.9,244.5,0.9969,0.6711
151,9375,-9375,316.2,2.885,2.848,136.1,-132.4,-139.9,139.3,-2.593,-3.305
151,9375,-9375,1000,1.443,-2.174,90.71,-72.52,-78.26,82.35,-2.226,1.77
152,9375,-3125,0.1,0.001031,-0.0002696,12040,-7497,-12040,7497,0.0006137,-0.001071
152,9375,-3125,0.3162,0.0009709,0.0005428,4758,-5585,-4758,5585,-0.001234,-0.0007355
152,9375,-3125,1,0.001493,0.003004,2432,-2715,-2432,2715,-0.001313,-0.00285
152,9375,-3125,3.162,0.001999,0.007554,1366,-1457,-1366,1457,-0.002114,-0.007589
152,9375,-3125,10,0.003388,0.02139,767.8,-796.4,-767.8,796.4,-0.002936,-0.02119
152,9375,-3125,31.62,0.01969,0.1181,431.9,-440.5,-431.9,440.6,-0.01329,-0.1224
152,9375,-3125,100,-1.929,-0.3369,241.7,-245,-243.5,244.3,1.944,0.4374
152,9375,-3125,316.2,4.834,3.967,138.9,-130.3,-139.1,139.9,-4.544,-4.452
152,9375,-3125,1000,2.372,-3.277,92.49,-74.11,-78.05,82.02,-3.227,2.784
153,9375,3125,0.1,0.003557,0.00134,12040,-7497,-12040,7497,-0.001514,-0.002825
153,9375,3125,0.3162,0.00337,0.001356,4758,-5585,-4758,5585,-0.003662,-0.001522
153,9375,3125,1,0.004186,0.006418,2432,-2715,-2432,2715,-0.003956,-0.006207
153,9375,3125,3.162,0.006028,0.01596,1366,-1457,-1366,1457,-0.006127,-0.01581
153,9375,3125,10,0.009257,0.04376,767.9,-796.3,-767.9,796.4,-0.008735,-0.04315
153,9375,3125,31.62,0.1176,0.1743,432,-440.3,-431.8,440.6,-0.116,-0.1921
153,9375,3125,100,-2.975,0.9084,240.3,-243.3,-244.5,244.4,3.076,-0.7876
153,9375,3125,316.2,7.39,4.459,143.7,-128.4,-137.9,140.5,-7.146,-5.011
153,9375,3125,1000,3.226,-4.567,94.95,-76.62,-77.8,81.59,-4.172,4.014
